"Restricted stopping power for water
Temin(Mev), TCmin(MeV), TCmax(Mev), ndata
0.100000 1.000000 6000.000000 6000
====================================
energy		Sw		MW		Lw		b		range"
396	617.189	0	621.0624327150433	0.16279959323783655	0.36932728825126376
397	615.933	0	619.8325590073358	0.16304831447289683	0.3717158490167227
398	614.684	0	618.6087235163161	0.16321006905030108	0.37265216097898146
399	613.44	0	617.3907352672758	0.16327937422674405	0.37504773444249434
400	612.202	0	616.178412939172	0.16325479972663975	0.3759877037017487
401	610.97	0	614.9715664050766	0.16313379010610418	0.3783903327611096
402	609.744	0	613.7700117057955	0.1629148936788909	0.3793339495510376
403	608.523	0	612.5735595568218	0.16259853450498102	0.38174368915210316
404	607.309	0	611.3820325082004	0.1621806191332238	0.38269094396389497
405	606.101	0	610.1952340896619	0.1616600515545376	0.3851078607731544
406	604.898	0	609.012988759357	0.16104822181917633	0.3860587443800017
407	603.701	0	607.8351394259745	0.16033499182094305	0.38848291621877923
408	602.509	0	606.6614850292581	0.1595234686846786	0.38943741969843226
409	601.324	0	605.491882609683	0.15862439995314676	0.39186893510985416
410	600.143	0	604.3261678381057	0.15763106713444702	0.39282704986562395
411	598.969	0	603.1641822207598	0.156549719536642	0.3952660075590447
412	597.8	0	602.0057842664974	0.1553843615564211	0.3962277253389937
413	596.636	0	600.8508313913235	0.15413442124073246	0.3986742335974915
414	595.478	0	599.6991844004208	0.15281476822185058	0.3996395465117711
415	594.326	0	598.5507476324931	0.15142879536802778	0.4020937225158115
416	593.179	0	597.4053950167837	0.14997529258868741	0.4030626230519942
417	592.037	0	596.263030401448	0.1484631367902133	0.4055245922839648
418	590.9	0	595.1235561938659	0.1468974006445484	0.406497073320617
419	589.769	0	593.986893307772	0.14529336087648773	0.4089669688174679
420	588.643	0	592.8529898268068	0.14365468855444252	0.409943023635648
421	587.522	0	591.7217788205952	0.1419827450546034	0.4124209852670855
422	586.406	0	590.5932137231265	0.14028912848450234	0.41340060755988145
423	585.296	0	589.4672615434658	0.13858554914352686	0.41588678127844153
424	584.19	0	588.343909317271	0.13688224554721995	0.4168699651585324
425	583.09	0	587.2231529677948	0.13518480002620836	0.4193645021994325
426	581.994	0	586.104995035854	0.13349964255041577	0.4203512422046077
427	580.904	0	584.9894489798205	0.13183644803529343	0.42285429837429905
428	579.819	0	583.8765434269876	0.13021136734573774	0.42384458947119436
429	578.738	0	582.7663350697648	0.12863029841010146	0.4263563242175001
430	577.662	0	581.6588671899827	0.12710000507279837	0.42735016180308866
431	576.591	0	580.5542130850828	0.12563614638735876	0.4298707374698273
432	575.525	0	579.4524563393287	0.12423761018713884	0.4308681173711494
433	574.464	0	578.3536648452598	0.12292589229011128	0.43339769838386305
434	573.407	0	577.2579770672895	0.1217056678164863	0.4343986168558812
435	572.355	0	576.1654703028172	0.12057275600053001	0.4369373688524795
436	571.308	0	575.0762684971589	0.1195570699699424	0.43794182257397946
437	570.265	0	573.9905246855543	0.11865619315489127	0.4404899116154417
438	569.227	0	572.9083523407268	0.11788077092857147	0.4414978976832116
439	568.194	0	571.8299281276011	0.11723496716454607	0.44405548934997463
440	567.164	0	570.7553720891071	0.11671972110680476	0.4450670052710452
441	566.14	0	569.6848586820817	0.1163606351526097	0.4476342639972712
442	565.119	0	568.61856961011	0.11614891247510536	0.4486493076798047
443	564.104	0	567.5566514075458	0.1160839415381056	0.45122639579951185
444	563.092	0	566.499279172379	0.11618662491346189	0.45224496554172294
445	562.085	0	565.446647869096	0.11644981399840244	0.45483204255308163
446	561.082	0	564.3989089679607	0.11686796184412594	0.45585413703072897
447	560.083	0	563.3562381121553	0.11746714708579864	0.4584513589236567
448	559.088	0	562.3188474926087	0.11823186300502396	0.4594769771762823
449	558.098	0	561.2868682160038	0.1191665882828287	0.4620844955102577
450	557.112	0	560.2605183117205	0.12027411079156497	0.46311363692564805
451	556.13	0	559.2399308016732	0.1215421148210799	0.46573159814210846
452	555.151	0	558.2252878058339	0.12298512882152335	0.4667642624395411
453	554.177	0	557.2167535522441	0.12457722082677622	0.46939280733552374
454	553.207	0	556.2144413191926	0.12633120633902956	0.47042899454818493
455	552.241	0	555.2185423798692	0.12825317518437285	0.47306825736689245
456	551.278	0	554.2291804986486	0.13030502145398434	0.47410796782264386
457	550.32	0	553.2464497003009	0.13249776318242185	0.47675807577514595
458	549.365	0	552.2704969930693	0.1348288011854658	0.4778013100766233
459	548.414	0	551.301406662182	0.13726296418330716	0.480462382692205
460	547.467	0	550.3392377973483	0.13981628011852298	0.48150914169589165
461	546.523	0	549.384110643149	0.14247906381117956	0.48418129019613515
462	545.583	0	548.4360586728209	0.14523294691970104	0.48523157499048686
463	544.647	0	547.4951560451923	0.1480610895169853	0.4879149019171099
464	543.715	0	546.5613948501481	0.15093960182851035	0.48896871380030016
465	542.785	0	545.6347917173086	0.15386866250932993	0.4916633123302696
466	541.86	0	544.7153388123697	0.15683106310887088	0.49272065278689386
467	540.938	0	543.8030121657793	0.15983385223065685	0.4954266063945702
468	540.019	0	542.8978204349178	0.16280375978146694	0.49648747707207463
469	539.104	0	541.9995700126532	0.1657615071833715	0.4992048592914595
470	538.192	0	541.1083190252708	0.16872435688543322	0.5002692619765159
471	537.283	0	540.2239156241263	0.171611404885598	0.5029981355091022
472	536.378	0	539.3462331863379	0.17443262216989175	0.5040660721025397
473	535.476	0	538.4751459939616	0.1771698366214605	0.5068064892649734
474	534.577	0	537.6104891184191	0.17980475116933242	0.507877961758134
475	533.682	0	536.7520987900047	0.18232246624143972	0.510629963607047
476	532.789	0	535.8997804096714	0.18470443450036295	0.5117049740567461
477	531.9	0	535.0533327496191	0.1869390854901205	0.5144685904614568
478	531.014	0	534.2125400399591	0.18898268552177008	0.5155471409655689
479	530.13	0	533.3771084573777	0.19084478245665815	0.518322390451456
480	529.25	0	532.5468494112007	0.19253853963041553	0.5194044831246324
481	528.381	0	531.7215042597211	0.1940163197035689	0.5221913724215322
482	527.514	0	530.900784463294	0.19519777879658276	0.5232770093704335
483	526.651	0	530.0842612173312	0.19616403513949537	0.5260755341190739
484	525.79	0	529.2718319971738	0.1969245497771457	0.5271647174195275
485	524.932	0	528.4630957441883	0.19735532653522134	0.529974861226153
486	524.077	0	527.6576855264376	0.1975413851000118	0.5310675928987842
487	523.225	0	526.8553938344048	0.19743411173500267	0.5338893279994779
488	522.376	0	526.0557559648112	0.1970355648263982	0.5349856099871564
489	521.53	0	525.2585762719157	0.19635859126551555	0.5378188971556946
490	520.687	0	524.463426107586	0.19533601496622285	0.5389187313012073
491	519.847	0	523.6699732158878	0.19406825409137954	0.5417635199668872
492	519.009	0	522.878012081548	0.1924952895566016	0.5428669079912596
493	518.174	0	522.0870898396797	0.19058246396182513	0.5457231365167011
494	517.342	0	521.2969350487804	0.18839769705543893	0.5468300799984794
495	516.513	0	520.5072470530047	0.18592474416042756	0.5496976757929777
496	515.687	0	519.7177271533317	0.1831693769741923	0.550808176148115
497	514.864	0	518.9280940328118	0.18015959633220047	0.5536870559177408
498	514.043	0	518.1381144512985	0.17687172158327982	0.554801114380352
499	513.225	0	517.3474643124554	0.17333391050673055	0.5576911848818943
500	512.41	0	516.5559752963741	0.1696042168981692	0.558808802486868
501	511.598	0	515.7634494758954	0.16564427897582576	0.561709960255871
502	510.788	0	514.9696442319683	0.1614901287234307	0.562831137821252
503	509.981	0	514.1744408590718	0.1571929870249575	0.5657432699959357
504	509.177	0	513.3777061367183	0.15272952423580027	0.5668680081072597
505	508.376	0	512.5792771969067	0.14815135523523432	0.5697909929842766
506	507.577	0	511.7791292081437	0.1435179725251534	0.570919291980285
507	506.781	0	510.977222295878	0.13877624108483502	0.5738529992378645
508	505.988	0	510.1734257876965	0.13403887977794154	0.5749848591969136
509	505.197	0	509.3679279987007	0.1293360949187717	0.5779291504570074
510	504.409	0	508.5606588993542	0.12460744339138131	0.5790645711848208
511	503.624	0	507.7516848268581	0.11995154019430916	0.5820193009727372
512	502.841	0	506.94113201928724	0.11543734067518246	0.5831582819922534
513	502.061	0	506.12920120408927	0.11102750359357788	0.5861232978790802
514	501.284	0	505.3159415304288	0.10681445475442966	0.5872658384207549
515	500.509	0	504.5017320421958	0.10284527811843959	0.5902409816713491
516	499.737	0	503.6867096555654	0.09909847940042671	0.5913870806648857
517	498.968	0	502.8712049533402	0.0956138420320517	0.5943721876246044
518	498.201	0	502.05542695970144	0.09246238664401331	0.5955218436935108
519	497.437	0	501.2398369906304	0.08961521334208028	0.5985167454654744
520	496.675	0	500.42458076239024	0.0871671573480168	0.5996699569210919
521	495.916	0	499.61029382885346	0.08513609265151778	0.602674480805795
522	495.16	0	498.7971475717707	0.08346253543470014	0.6038312456441939
523	494.406	0	497.98565330737176	0.0823355123166991	0.6068452157824681
524	493.654	0	497.1763340393115	0.08167256692237983	0.6080055316826258
525	492.905	0	496.3695322365945	0.08142186894108482	0.6110287694741692
526	492.159	0	495.56566208434424	0.08180527507973659	0.6121926337969771
527	491.415	0	494.765474168399	0.08263034043923508	0.6152249589331263
528	490.674	0	493.9690083415752	0.0838841542133036	0.6163923687223732
529	489.935	0	493.17697998718	0.08580554884857697	0.6194336000958767
530	489.199	0	492.38986550006905	0.08820903803738696	0.620604552080935
531	488.465	0	491.60802125996554	0.09108163500456108	0.6236545083455877
532	487.734	0	490.831889272101	0.0945052846426974	0.6248289989451086
533	487.005	0	490.0619673230684	0.09841956498278237	0.6278874992802258
534	486.278	0	489.29857528460377	0.0702759503547482	0.6290655246072056
535	485.554	0.0592346288086394	488.4826569708631	0.04225781284574874	0.6321323898812652
536	484.833	0.118829825607848	487.6737975804401	0.047133490790033254	0.6333139457502022
537	484.114	0.178100454404082	486.87268582385974	0.052667809508093306	0.6363889988285306
538	483.397	0.237048723092807	486.0797171417765	0.058495941336473546	0.6375740807630343
539	482.682	0.295676820943511	485.29490842872787	0.06463535169680251	0.640657147539005
540	481.971	0.353986918790251	484.5186808192292	0.3193140745498267	0.6418457507811924
541	481.261	0.411981169216941	484.19572838328446	0.3190471560019478	0.6449366612424271
542	480.554	0.469661706743588	483.42355431679533	0.06699891918674282	0.6461287807641322
543	479.849	0.527030648007576	482.6541880007162	0.06705438291669834	0.6492273690446735
544	479.147	0.584090091944731	481.8876138934372	0.0671095720801784	0.650422999558568
545	478.446	0.640842119966848	481.1238165584248	0.06716447650767647	0.6535291056576766
546	477.749	0.697288796138541	480.3627806634812	0.06721908620709507	0.6547282416313605
547	477.053	0.753432167350415	479.6044909799863	0.06727339135628643	0.6578417106198133
548	476.36	0.809274263491873	478.8489323821604	0.06732738231107935	0.6590443462882225
549	475.669	0.864817097620093	478.0960898463392	0.06738104960292661	0.6621650311738029
550	474.981	0.920062666128938	477.3459484502262	0.06743438393132606	0.6633711605566331
551	474.295	0.975012948914093	476.59849337218503	0.06748737616925538	0.6664989215482827
552	473.611	1.02966990953787	475.85370989050875	0.06754001736061564	0.6677085384657933
553	472.929	1.08403549539067	475.1115833827199	0.06759229871506955	0.6708432430092477
554	472.25	1.13811163785174	474.37209932484257	0.06764421161648129	0.6720563410978719
555	471.572	1.19190025244696	473.6352432907285	0.06769574761006193	0.675197865768111
556	470.898	1.24540323900639	472.90100095132414	0.06774689840625019	0.6764144384992248
557	470.225	1.29862248181762	472.1693580740098	0.06779765589084558	0.6795626699357256
558	469.554	1.35155984978015	471.44030052190516	0.06784801210321119	0.6807827106357897
559	468.886	1.40421719655526	470.71381425316645	0.0678979592448127	0.6839375444527022
560	468.22	1.45659636071667	469.98988532033775	0.06794748968709442	0.6851610463211327
561	467.556	1.50869916589716	469.26849986966323	0.06799659595761685	0.6883223889587301
562	466.895	1.56052742093535	468.54964414042547	0.06804527074140194	0.6895493450887814
563	466.235	1.61208292002003	467.8333044642778	0.06809350688583388	0.6927171134030895
564	465.578	1.66336744283198	467.1194672645969	0.06814129739717614	0.693947516801674
565	464.923	1.71438275468634	466.4081190558302	0.06818863543291284	0.697121638815272
566	464.27	1.76513060667097	465.6992464428286	0.06823551430570102	0.6983554824237945
567	463.619	1.81561273578531	464.9928361202307	0.06828192748669928	0.7015358984635611
568	462.97	1.86583086507542	464.2888748718066	0.06832786860039726	0.702773175180428
569	462.324	1.91578670377034	463.5873495698398	0.06837333141826962	0.7059598369307837
570	461.679	1.96548194741371	462.88824717447534	0.06841830986695134	0.7072005396318922
571	461.037	2.01491827799688	462.1915547331296	0.06846279802203747	0.7103934116866844
572	460.397	2.06409736408819	461.49725937983254	0.0685067901055201	0.7116375332483073
573	459.758	2.11302086096237	460.8053483346461	0.06855028048819285	0.7148365916854434
574	459.122	2.16169041072731	460.11580890303105	0.06859326368565268	0.7160841250042662
575	458.488	2.21010764245065	459.4286284752476	0.06863573436346496	0.7192893586427552
576	457.856	2.25827417228361	458.7437945257667	0.06867768733201181	0.7205402966577862
577	457.226	2.30619160358457	458.061294612655	0.06871911753496722	0.723751708390805
578	456.598	2.35386152704032	457.38111637698495	0.06876002006352883	0.7250060441072536
579	455.972	2.40128552078726	456.70324754225607	0.06880039015543994	0.7282236470999593
580	455.349	2.44846515052914	456.02767591380285	0.0688402231802874	0.7294813736061769
581	454.727	2.49540196965632	455.354389378219	0.06887951464833922	0.7327051968079997
582	454.107	2.54209751936067	454.68337590277264	0.06891826020659907	0.7339663073016452
583	453.489	2.5885533287518	454.0146235348466	0.06895645564287547	0.7371963901981796
584	452.873	2.63477091497014	453.34812040136455	0.06899409687447484	0.7384608780029792
585	452.259	2.68075178330035	452.68385470822716	0.0690311799527713	0.7416972731373854
586	451.647	2.72649742728152	452.0218147397501	0.0690677010665727	0.7429651317239451
587	451.037	2.77200932881854	451.36198885812024	0.06910365653421068	0.7462079051518209
588	450.429	2.81728895828983	450.70436550283057	0.0691390428045769	0.7474791281588938
589	449.823	2.86233777465623	450.048933190142	0.0691738564543486	0.7507283570914614
590	449.219	2.90715722556626	449.3956805125349	0.06920809418961252	0.75200293834289
591	448.616	2.95174874746269	448.744596138167	0.06924175284472207	0.7552587125094526
592	448.016	2.9961137656859	448.09566881034976	0.06927482938137261	0.7565366460331573
593	447.417	3.04025369457749	447.4488873470021	0.06930732088166613	0.759799066275597
594	446.821	3.08416993758168	446.804240640132	0.06933922455367847	0.7610803463199066
595	446.226	3.12786388734709	446.16171765530396	0.06937053772999817	0.7643495255515783
596	445.633	3.17133692582528	445.52130743112866	0.06940125786277852	0.7656341466029255
597	445.042	3.21459042437063	444.8829990787406	0.06943138252606093	0.7689102087196067
598	444.453	3.25762574383691	444.24678178128	0.06946090941260606	0.7701981655181319
599	443.866	3.30044423467474	443.61264479339786	0.06948983632962044	0.7734812439937757
600	443.28	3.34304723702664	442.9805774407243	0.06951816120688817	0.774772531546353
601	442.695	3.38543608082129	442.3505691194026	0.06954588208875742	0.7780627698910955
602	442.112	3.42761208586767	441.72260929555193	0.06957299712935393	0.7793573834849242
603	441.53	3.46957656194687	441.09668750480466	0.0695995046053092	0.7826549363555123
604	440.95	3.51133080890417	440.4727933517929	0.0696254028996412	0.7839528715733489
605	440.373	3.55287611673905	439.8509165096723	0.06965069050627948	0.7872578988130778
606	439.797	3.59421376569511	439.2310467196329	0.06967536603369201	0.7885591515383887
607	439.222	3.63534502634823	438.6131737904158	0.06969942819247497	0.7918718243541785
608	438.65	3.67627115969497	437.9972875978367	0.06972287580999603	0.7931763907863929
609	438.079	3.71699341723821	437.3833780843203	0.06974570781956517	0.7964968858118386
610	437.51	3.75751304107407	436.7714352584178	0.06976792325009512	0.7978047624716282
611	436.943	3.79783126397583	436.16144919433606	0.06978952124497582	0.801133265295664
612	436.377	3.83794930947883	435.5534100314904	0.0698105010490353	0.8024444490359187
613	435.813	3.87786839196268	434.9473079740275	0.0698308620079811	0.805781147749299
614	435.251	3.91758971673429	434.34313329037315	0.0698506035720345	0.8070956357554153
615	434.691	3.95711448010849	433.7408763127814	0.06986972528774409	0.8104407269055379
616	434.132	3.99644386948938	433.14052743687233	0.06988822680545789	0.8117585167053842
